chart_index,pool,theme_name,x_left,x_right,y_label,slope_condition,legend_a_file,legend_b_file,statement_type,truth_value,comparison_frame,statement_text,category_a,category_b
19,real,Campus Clubs,2024,2025,Active members,increasing,linechart_19_legend_a.png,linechart_19_legend_b.png,interaction,1,more,The value of Gaming increases more strongly than Drama.,Gaming,Drama
19,real,Campus Clubs,2024,2025,Active members,increasing,linechart_19_legend_a.png,linechart_19_legend_b.png,interaction,0,more,The value of Drama increases more strongly than Volunteering.,Drama,Volunteering
19,real,Campus Clubs,2024,2025,Active members,increasing,linechart_19_legend_a.png,linechart_19_legend_b.png,main_effect,1,less,The overall value of Robotics is less than Volunteering.,Robotics,Volunteering
19,real,Campus Clubs,2024,2025,Active members,increasing,linechart_19_legend_a.png,linechart_19_legend_b.png,main_effect,0,less,The overall value of Volunteering is less than Robotics.,Volunteering,Robotics
19,real,Campus Clubs,2024,2025,Active members,increasing,linechart_19_legend_a.png,linechart_19_legend_b.png,interaction,1,less,The value of Drama increases more slowly than Gaming.,Drama,Gaming
19,real,Campus Clubs,2024,2025,Active members,increasing,linechart_19_legend_a.png,linechart_19_legend_b.png,interaction,0,less,The value of Drama increases more slowly than Volunteering.,Drama,Volunteering
20,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_20_legend_a.png,linechart_20_legend_b.png,main_effect,1,more,The overall value of Noodles is greater than Pizza.,Noodles,Pizza
20,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_20_legend_a.png,linechart_20_legend_b.png,main_effect,0,more,The overall value of Pizza is greater than Noodles.,Pizza,Noodles
20,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_20_legend_a.png,linechart_20_legend_b.png,interaction,1,more,The value of Tacos increases more strongly than Salads.,Tacos,Salads
20,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_20_legend_a.png,linechart_20_legend_b.png,interaction,0,more,The value of Tacos increases more strongly than Burgers.,Tacos,Burgers
20,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_20_legend_a.png,linechart_20_legend_b.png,main_effect,1,less,The overall value of Pizza is less than Noodles.,Pizza,Noodles
20,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_20_legend_a.png,linechart_20_legend_b.png,main_effect,0,less,The overall value of Noodles is less than Pizza.,Noodles,Pizza
20,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_20_legend_a.png,linechart_20_legend_b.png,interaction,1,less,The value of Salads increases more slowly than Tacos.,Salads,Tacos
20,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_20_legend_a.png,linechart_20_legend_b.png,interaction,0,less,The value of Tacos increases more slowly than Burgers.,Tacos,Burgers
21,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_21_legend_a.png,linechart_21_legend_b.png,main_effect,1,more,The overall value of Walk is greater than Train.,Walk,Train
21,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_21_legend_a.png,linechart_21_legend_b.png,main_effect,0,more,The overall value of Train is greater than Walk.,Train,Walk
21,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_21_legend_a.png,linechart_21_legend_b.png,interaction,1,more,The value of Scooter increases more strongly than Car.,Scooter,Car
21,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_21_legend_a.png,linechart_21_legend_b.png,interaction,0,more,The value of Car increases more strongly than Bike.,Car,Bike
21,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_21_legend_a.png,linechart_21_legend_b.png,main_effect,1,less,The overall value of Train is less than Walk.,Train,Walk
21,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_21_legend_a.png,linechart_21_legend_b.png,main_effect,0,less,The overall value of Walk is less than Train.,Walk,Train
21,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_21_legend_a.png,linechart_21_legend_b.png,interaction,1,less,The value of Car increases more slowly than Scooter.,Car,Scooter
21,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_21_legend_a.png,linechart_21_legend_b.png,interaction,0,less,The value of Car increases more slowly than Bike.,Car,Bike
22,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_22_legend_a.png,linechart_22_legend_b.png,main_effect,1,more,The overall value of Sci-fi is greater than Drama.,Sci-fi,Drama
22,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_22_legend_a.png,linechart_22_legend_b.png,main_effect,0,more,The overall value of Drama is greater than Sci-fi.,Drama,Sci-fi
22,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_22_legend_a.png,linechart_22_legend_b.png,interaction,1,more,The value of Horror increases more strongly than Comedy.,Horror,Comedy
22,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_22_legend_a.png,linechart_22_legend_b.png,interaction,0,more,The value of Horror increases more strongly than Action.,Horror,Action
22,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_22_legend_a.png,linechart_22_legend_b.png,main_effect,1,less,The overall value of Drama is less than Sci-fi.,Drama,Sci-fi
22,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_22_legend_a.png,linechart_22_legend_b.png,main_effect,0,less,The overall value of Sci-fi is less than Drama.,Sci-fi,Drama
22,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_22_legend_a.png,linechart_22_legend_b.png,interaction,1,less,The value of Comedy increases more slowly than Horror.,Comedy,Horror
22,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_22_legend_a.png,linechart_22_legend_b.png,interaction,0,less,The value of Horror increases more slowly than Action.,Horror,Action
23,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_23_legend_a.png,linechart_23_legend_b.png,main_effect,1,more,The overall value of Home is greater than Beauty.,Home,Beauty
23,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_23_legend_a.png,linechart_23_legend_b.png,main_effect,0,more,The overall value of Beauty is greater than Home.,Beauty,Home
23,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_23_legend_a.png,linechart_23_legend_b.png,interaction,1,more,The value of Sports increases more strongly than Groceries.,Sports,Groceries
23,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_23_legend_a.png,linechart_23_legend_b.png,interaction,0,more,The value of Groceries increases more strongly than Beauty.,Groceries,Beauty
23,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_23_legend_a.png,linechart_23_legend_b.png,main_effect,1,less,The overall value of Beauty is less than Home.,Beauty,Home
23,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_23_legend_a.png,linechart_23_legend_b.png,main_effect,0,less,The overall value of Home is less than Beauty.,Home,Beauty
23,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_23_legend_a.png,linechart_23_legend_b.png,interaction,1,less,The value of Groceries increases more slowly than Sports.,Groceries,Sports
23,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_23_legend_a.png,linechart_23_legend_b.png,interaction,0,less,The value of Groceries increases more slowly than Beauty.,Groceries,Beauty
24,real,School Performance,Grade 9,Grade 10,Score,increasing,linechart_24_legend_a.png,linechart_24_legend_b.png,main_effect,1,more,The overall value of History is greater than English.,History,English
24,real,School Performance,Grade 9,Grade 10,Score,increasing,linechart_24_legend_a.png,linechart_24_legend_b.png,main_effect,0,more,The overall value of English is greater than History.,English,History
24,real,School Performance,Grade 9,Grade 10,Score,increasing,linechart_24_legend_a.png,linechart_24_legend_b.png,interaction,1,more,The value of Art increases more strongly than Science.,Art,Science
24,real,School Performance,Grade 9,Grade 10,Score,increasing,linechart_24_legend_a.png,linechart_24_legend_b.png,interaction,0,more,The value of Art increases more strongly than Math.,Art,Math
24,real,School Performance,Grade 9,Grade 10,Score,increasing,linechart_24_legend_a.png,linechart_24_legend_b.png,main_effect,1,less,The overall value of English is less than History.,English,History
24,real,School Performance,Grade 9,Grade 10,Score,increasing,linechart_24_legend_a.png,linechart_24_legend_b.png,main_effect,0,less,The overall value of History is less than English.,History,English
24,real,School Performance,Grade 9,Grade 10,Score,increasing,linechart_24_legend_a.png,linechart_24_legend_b.png,interaction,1,less,The value of Science increases more slowly than Art.,Science,Art
24,real,School Performance,Grade 9,Grade 10,Score,increasing,linechart_24_legend_a.png,linechart_24_legend_b.png,interaction,0,less,The value of Art increases more slowly than Math.,Art,Math
25,real,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_25_legend_a.png,linechart_25_legend_b.png,main_effect,1,more,The overall value of R&B is greater than Rock.,R&B,Rock
25,real,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_25_legend_a.png,linechart_25_legend_b.png,main_effect,0,more,The overall value of Rock is greater than R&B.,Rock,R&B
25,real,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_25_legend_a.png,linechart_25_legend_b.png,interaction,1,more,The value of Indie increases more strongly than Hip-hop.,Indie,Hip-hop
25,real,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_25_legend_a.png,linechart_25_legend_b.png,interaction,0,more,The value of Hip-hop increases more strongly than Rock.,Hip-hop,Rock
25,real,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_25_legend_a.png,linechart_25_legend_b.png,main_effect,1,less,The overall value of Rock is less than R&B.,Rock,R&B
25,real,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_25_legend_a.png,linechart_25_legend_b.png,main_effect,0,less,The overall value of R&B is less than Rock.,R&B,Rock
25,real,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_25_legend_a.png,linechart_25_legend_b.png,interaction,1,less,The value of Hip-hop increases more slowly than Indie.,Hip-hop,Indie
25,real,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_25_legend_a.png,linechart_25_legend_b.png,interaction,0,less,The value of Hip-hop increases more slowly than Rock.,Hip-hop,Rock
26,real,Fitness Activities,Last month,This month,Participants,increasing,linechart_26_legend_a.png,linechart_26_legend_b.png,main_effect,1,more,The overall value of Weights is greater than Cycling.,Weights,Cycling
26,real,Fitness Activities,Last month,This month,Participants,increasing,linechart_26_legend_a.png,linechart_26_legend_b.png,main_effect,0,more,The overall value of Cycling is greater than Weights.,Cycling,Weights
26,real,Fitness Activities,Last month,This month,Participants,increasing,linechart_26_legend_a.png,linechart_26_legend_b.png,interaction,1,more,The value of Dance increases more strongly than Yoga.,Dance,Yoga
26,real,Fitness Activities,Last month,This month,Participants,increasing,linechart_26_legend_a.png,linechart_26_legend_b.png,interaction,0,more,The value of Dance increases more strongly than Running.,Dance,Running
26,real,Fitness Activities,Last month,This month,Participants,increasing,linechart_26_legend_a.png,linechart_26_legend_b.png,main_effect,1,less,The overall value of Cycling is less than Weights.,Cycling,Weights
26,real,Fitness Activities,Last month,This month,Participants,increasing,linechart_26_legend_a.png,linechart_26_legend_b.png,main_effect,0,less,The overall value of Weights is less than Cycling.,Weights,Cycling
26,real,Fitness Activities,Last month,This month,Participants,increasing,linechart_26_legend_a.png,linechart_26_legend_b.png,interaction,1,less,The value of Yoga increases more slowly than Dance.,Yoga,Dance
26,real,Fitness Activities,Last month,This month,Participants,increasing,linechart_26_legend_a.png,linechart_26_legend_b.png,interaction,0,less,The value of Dance increases more slowly than Running.,Dance,Running
27,real,Campus Clubs,2024,2025,Active members,increasing,linechart_27_legend_a.png,linechart_27_legend_b.png,main_effect,1,more,The overall value of Volunteering is greater than Robotics.,Volunteering,Robotics
27,real,Campus Clubs,2024,2025,Active members,increasing,linechart_27_legend_a.png,linechart_27_legend_b.png,main_effect,0,more,The overall value of Robotics is greater than Volunteering.,Robotics,Volunteering
27,real,Campus Clubs,2024,2025,Active members,increasing,linechart_27_legend_a.png,linechart_27_legend_b.png,interaction,1,more,The value of Drama increases more strongly than Gaming.,Drama,Gaming
27,real,Campus Clubs,2024,2025,Active members,increasing,linechart_27_legend_a.png,linechart_27_legend_b.png,interaction,0,more,The value of Gaming increases more strongly than Volunteering.,Gaming,Volunteering
27,real,Campus Clubs,2024,2025,Active members,increasing,linechart_27_legend_a.png,linechart_27_legend_b.png,main_effect,1,less,The overall value of Robotics is less than Volunteering.,Robotics,Volunteering
27,real,Campus Clubs,2024,2025,Active members,increasing,linechart_27_legend_a.png,linechart_27_legend_b.png,main_effect,0,less,The overall value of Volunteering is less than Robotics.,Volunteering,Robotics
27,real,Campus Clubs,2024,2025,Active members,increasing,linechart_27_legend_a.png,linechart_27_legend_b.png,interaction,1,less,The value of Gaming increases more slowly than Drama.,Gaming,Drama
27,real,Campus Clubs,2024,2025,Active members,increasing,linechart_27_legend_a.png,linechart_27_legend_b.png,interaction,0,less,The value of Gaming increases more slowly than Volunteering.,Gaming,Volunteering
28,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_28_legend_a.png,linechart_28_legend_b.png,main_effect,1,more,The overall value of Tacos is greater than Pizza.,Tacos,Pizza
28,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_28_legend_a.png,linechart_28_legend_b.png,main_effect,0,more,The overall value of Pizza is greater than Tacos.,Pizza,Tacos
28,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_28_legend_a.png,linechart_28_legend_b.png,interaction,1,more,The value of Noodles increases more strongly than Salads.,Noodles,Salads
28,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_28_legend_a.png,linechart_28_legend_b.png,interaction,0,more,The value of Noodles increases more strongly than Burgers.,Noodles,Burgers
28,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_28_legend_a.png,linechart_28_legend_b.png,main_effect,1,less,The overall value of Pizza is less than Tacos.,Pizza,Tacos
28,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_28_legend_a.png,linechart_28_legend_b.png,main_effect,0,less,The overall value of Tacos is less than Pizza.,Tacos,Pizza
28,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_28_legend_a.png,linechart_28_legend_b.png,interaction,1,less,The value of Salads increases more slowly than Noodles.,Salads,Noodles
28,real,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_28_legend_a.png,linechart_28_legend_b.png,interaction,0,less,The value of Noodles increases more slowly than Burgers.,Noodles,Burgers
29,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_29_legend_a.png,linechart_29_legend_b.png,main_effect,1,more,The overall value of Bike is greater than Train.,Bike,Train
29,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_29_legend_a.png,linechart_29_legend_b.png,main_effect,0,more,The overall value of Train is greater than Bike.,Train,Bike
29,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_29_legend_a.png,linechart_29_legend_b.png,interaction,1,more,The value of Walk increases more strongly than Car.,Walk,Car
29,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_29_legend_a.png,linechart_29_legend_b.png,interaction,0,more,The value of Car increases more strongly than Bike.,Car,Bike
29,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_29_legend_a.png,linechart_29_legend_b.png,main_effect,1,less,The overall value of Train is less than Bike.,Train,Bike
29,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_29_legend_a.png,linechart_29_legend_b.png,main_effect,0,less,The overall value of Bike is less than Train.,Bike,Train
29,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_29_legend_a.png,linechart_29_legend_b.png,interaction,1,less,The value of Car increases more slowly than Walk.,Car,Walk
29,real,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_29_legend_a.png,linechart_29_legend_b.png,interaction,0,less,The value of Car increases more slowly than Bike.,Car,Bike
30,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_30_legend_a.png,linechart_30_legend_b.png,main_effect,1,more,The overall value of Sci-fi is greater than Comedy.,Sci-fi,Comedy
30,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_30_legend_a.png,linechart_30_legend_b.png,main_effect,0,more,The overall value of Comedy is greater than Sci-fi.,Comedy,Sci-fi
30,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_30_legend_a.png,linechart_30_legend_b.png,interaction,1,more,The value of Romance increases more strongly than Drama.,Romance,Drama
30,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_30_legend_a.png,linechart_30_legend_b.png,interaction,0,more,The value of Romance increases more strongly than Action.,Romance,Action
30,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_30_legend_a.png,linechart_30_legend_b.png,main_effect,1,less,The overall value of Comedy is less than Sci-fi.,Comedy,Sci-fi
30,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_30_legend_a.png,linechart_30_legend_b.png,main_effect,0,less,The overall value of Sci-fi is less than Comedy.,Sci-fi,Comedy
30,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_30_legend_a.png,linechart_30_legend_b.png,interaction,1,less,The value of Drama increases more slowly than Romance.,Drama,Romance
30,real,Movie Genre Views,Morning,Evening,Views,increasing,linechart_30_legend_a.png,linechart_30_legend_b.png,interaction,0,less,The value of Romance increases more slowly than Action.,Romance,Action
31,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_31_legend_a.png,linechart_31_legend_b.png,main_effect,1,more,The overall value of Home is greater than Electronics.,Home,Electronics
31,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_31_legend_a.png,linechart_31_legend_b.png,main_effect,0,more,The overall value of Electronics is greater than Home.,Electronics,Home
31,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_31_legend_a.png,linechart_31_legend_b.png,interaction,1,more,The value of Beauty increases more strongly than Groceries.,Beauty,Groceries
31,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_31_legend_a.png,linechart_31_legend_b.png,interaction,0,more,The value of Groceries increases more strongly than Home.,Groceries,Home
31,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_31_legend_a.png,linechart_31_legend_b.png,main_effect,1,less,The overall value of Electronics is less than Home.,Electronics,Home
31,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_31_legend_a.png,linechart_31_legend_b.png,main_effect,0,less,The overall value of Home is less than Electronics.,Home,Electronics
31,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_31_legend_a.png,linechart_31_legend_b.png,interaction,1,less,The value of Groceries increases more slowly than Beauty.,Groceries,Beauty
31,real,Shopping Categories,Morning,Evening,Purchases,increasing,linechart_31_legend_a.png,linechart_31_legend_b.png,interaction,0,less,The value of Groceries increases more slowly than Home.,Groceries,Home
32,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_32_legend_a.png,linechart_32_legend_b.png,main_effect,1,more,The overall value of Art is greater than History.,Art,History
32,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_32_legend_a.png,linechart_32_legend_b.png,main_effect,0,more,The overall value of History is greater than Art.,History,Art
32,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_32_legend_a.png,linechart_32_legend_b.png,interaction,1,more,The value of PE increases more strongly than Science.,PE,Science
32,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_32_legend_a.png,linechart_32_legend_b.png,interaction,0,more,The value of PE increases more strongly than Math.,PE,Math
32,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_32_legend_a.png,linechart_32_legend_b.png,main_effect,1,less,The overall value of History is less than Art.,History,Art
32,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_32_legend_a.png,linechart_32_legend_b.png,main_effect,0,less,The overall value of Art is less than History.,Art,History
32,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_32_legend_a.png,linechart_32_legend_b.png,interaction,1,less,The value of Science increases more slowly than PE.,Science,PE
32,practice,School Performance,Grade 9,Grade 10,Score,increasing,linechart_32_legend_a.png,linechart_32_legend_b.png,interaction,0,less,The value of PE increases more slowly than Math.,PE,Math
33,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_33_legend_a.png,linechart_33_legend_b.png,main_effect,1,more,The overall value of R&B is greater than Rock.,R&B,Rock
33,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_33_legend_a.png,linechart_33_legend_b.png,main_effect,0,more,The overall value of Rock is greater than R&B.,Rock,R&B
33,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_33_legend_a.png,linechart_33_legend_b.png,interaction,1,more,The value of EDM increases more strongly than Hip-hop.,EDM,Hip-hop
33,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_33_legend_a.png,linechart_33_legend_b.png,interaction,0,more,The value of Hip-hop increases more strongly than Rock.,Hip-hop,Rock
33,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_33_legend_a.png,linechart_33_legend_b.png,main_effect,1,less,The overall value of Rock is less than R&B.,Rock,R&B
33,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_33_legend_a.png,linechart_33_legend_b.png,main_effect,0,less,The overall value of R&B is less than Rock.,R&B,Rock
33,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_33_legend_a.png,linechart_33_legend_b.png,interaction,1,less,The value of Hip-hop increases more slowly than EDM.,Hip-hop,EDM
33,practice,Music Popularity,Week 1,Week 2,Streams,increasing,linechart_33_legend_a.png,linechart_33_legend_b.png,interaction,0,less,The value of Hip-hop increases more slowly than Rock.,Hip-hop,Rock
34,practice,Fitness Activities,Last month,This month,Participants,increasing,linechart_34_legend_a.png,linechart_34_legend_b.png,main_effect,1,more,The overall value of Swimming is greater than Cycling.,Swimming,Cycling
34,practice,Fitness Activities,Last month,This month,Participants,increasing,linechart_34_legend_a.png,linechart_34_legend_b.png,main_effect,0,more,The overall value of Cycling is greater than Swimming.,Cycling,Swimming
34,practice,Fitness Activities,Last month,This month,Participants,increasing,linechart_34_legend_a.png,linechart_34_legend_b.png,interaction,1,more,The value of Dance increases more strongly than Yoga.,Dance,Yoga
34,practice,Fitness Activities,Last month,This month,Participants,increasing,linechart_34_legend_a.png,linechart_34_legend_b.png,interaction,0,more,The value of Dance increases more strongly than Running.,Dance,Running
34,practice,Fitness Activities,Last month,This month,Participants,increasing,linechart_34_legend_a.png,linechart_34_legend_b.png,main_effect,1,less,The overall value of Cycling is less than Swimming.,Cycling,Swimming
34,practice,Fitness Activities,Last month,This month,Participants,increasing,linechart_34_legend_a.png,linechart_34_legend_b.png,main_effect,0,less,The overall value of Swimming is less than Cycling.,Swimming,Cycling
34,practice,Fitness Activities,Last month,This month,Participants,increasing,linechart_34_legend_a.png,linechart_34_legend_b.png,interaction,1,less,The value of Yoga increases more slowly than Dance.,Yoga,Dance
34,practice,Fitness Activities,Last month,This month,Participants,increasing,linechart_34_legend_a.png,linechart_34_legend_b.png,interaction,0,less,The value of Dance increases more slowly than Running.,Dance,Running
35,practice,Campus Clubs,2024,2025,Active members,increasing,linechart_35_legend_a.png,linechart_35_legend_b.png,main_effect,1,more,The overall value of Volunteering is greater than Drama.,Volunteering,Drama
35,practice,Campus Clubs,2024,2025,Active members,increasing,linechart_35_legend_a.png,linechart_35_legend_b.png,main_effect,0,more,The overall value of Drama is greater than Volunteering.,Drama,Volunteering
35,practice,Campus Clubs,2024,2025,Active members,increasing,linechart_35_legend_a.png,linechart_35_legend_b.png,interaction,1,more,The value of Photography increases more strongly than Robotics.,Photography,Robotics
35,practice,Campus Clubs,2024,2025,Active members,increasing,linechart_35_legend_a.png,linechart_35_legend_b.png,interaction,0,more,The value of Robotics increases more strongly than Drama.,Robotics,Drama
35,practice,Campus Clubs,2024,2025,Active members,increasing,linechart_35_legend_a.png,linechart_35_legend_b.png,main_effect,1,less,The overall value of Drama is less than Volunteering.,Drama,Volunteering
35,practice,Campus Clubs,2024,2025,Active members,increasing,linechart_35_legend_a.png,linechart_35_legend_b.png,main_effect,0,less,The overall value of Volunteering is less than Drama.,Volunteering,Drama
35,practice,Campus Clubs,2024,2025,Active members,increasing,linechart_35_legend_a.png,linechart_35_legend_b.png,interaction,1,less,The value of Robotics increases more slowly than Photography.,Robotics,Photography
35,practice,Campus Clubs,2024,2025,Active members,increasing,linechart_35_legend_a.png,linechart_35_legend_b.png,interaction,0,less,The value of Robotics increases more slowly than Drama.,Robotics,Drama
36,practice,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_36_legend_a.png,linechart_36_legend_b.png,main_effect,1,more,The overall value of Tacos is greater than Pizza.,Tacos,Pizza
36,practice,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_36_legend_a.png,linechart_36_legend_b.png,main_effect,0,more,The overall value of Pizza is greater than Tacos.,Pizza,Tacos
36,practice,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_36_legend_a.png,linechart_36_legend_b.png,interaction,1,more,The value of Salads increases more strongly than Noodles.,Salads,Noodles
36,practice,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_36_legend_a.png,linechart_36_legend_b.png,interaction,0,more,The value of Salads increases more strongly than Burgers.,Salads,Burgers
36,practice,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_36_legend_a.png,linechart_36_legend_b.png,main_effect,1,less,The overall value of Pizza is less than Tacos.,Pizza,Tacos
36,practice,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_36_legend_a.png,linechart_36_legend_b.png,main_effect,0,less,The overall value of Tacos is less than Pizza.,Tacos,Pizza
36,practice,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_36_legend_a.png,linechart_36_legend_b.png,interaction,1,less,The value of Noodles increases more slowly than Salads.,Noodles,Salads
36,practice,Restaurant Orders,Lunch,Dinner,Orders,increasing,linechart_36_legend_a.png,linechart_36_legend_b.png,interaction,0,less,The value of Salads increases more slowly than Burgers.,Salads,Burgers
37,practice,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_37_legend_a.png,linechart_37_legend_b.png,main_effect,1,more,The overall value of Walk is greater than Train.,Walk,Train
37,practice,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_37_legend_a.png,linechart_37_legend_b.png,main_effect,0,more,The overall value of Train is greater than Walk.,Train,Walk
37,practice,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_37_legend_a.png,linechart_37_legend_b.png,interaction,1,more,The value of Bike increases more strongly than Car.,Bike,Car
37,practice,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_37_legend_a.png,linechart_37_legend_b.png,interaction,0,more,The value of Car increases more strongly than Walk.,Car,Walk
37,practice,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_37_legend_a.png,linechart_37_legend_b.png,main_effect,1,less,The overall value of Train is less than Walk.,Train,Walk
37,practice,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_37_legend_a.png,linechart_37_legend_b.png,main_effect,0,less,The overall value of Walk is less than Train.,Walk,Train
37,practice,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_37_legend_a.png,linechart_37_legend_b.png,interaction,1,less,The value of Car increases more slowly than Bike.,Car,Bike
37,practice,Transport Mode Usage,Week 1,Week 2,Trips,increasing,linechart_37_legend_a.png,linechart_37_legend_b.png,interaction,0,less,The value of Car increases more slowly than Walk.,Car,Walk
38,practice,Movie Genre Views,Morning,Evening,Views,increasing,linechart_38_legend_a.png,linechart_38_legend_b.png,main_effect,1,more,The overall value of Horror is greater than Comedy.,Horror,Comedy
38,practice,Movie Genre Views,Morning,Evening,Views,increasing,linechart_38_legend_a.png,linechart_38_legend_b.png,main_effect,0,more,The overall value of Comedy is greater than Horror.,Comedy,Horror
38,practice,Movie Genre Views,Morning,Evening,Views,increasing,linechart_38_legend_a.png,linechart_38_legend_b.png,interaction,1,more,The value of Sci-fi increases more strongly than Drama.,Sci-fi,Drama
38,practice,Movie Genre Views,Morning,Evening,Views,increasing,linechart_38_legend_a.png,linechart_38_legend_b.png,interaction,0,more,The value of Sci-fi increases more strongly than Action.,Sci-fi,Action
